"Notes"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Cancer Sites"	"Cancer Sites Code"	Count	Population	Crude Rate
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	16	6549	244.3
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	117	45178	259.0
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	23	5248	438.3
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	124	40858	303.5
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	169	46497	363.5
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	35	4289	816.0
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	167	36692	455.1
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	22	5372	409.5
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	171	44735	382.3
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	28	3349	836.1
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	158	31582	500.3
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	16	3665	436.6
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	124	32352	383.3
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	90	19888	452.5
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	80	34205	233.9
	" San Francisco-Oakland-Hayward, CA  "	"41860"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	66	14166	465.9
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	37545	42.6
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	21	29561	71.0
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	33	28512	115.7
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	22536	102.1
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	48	21171	226.7
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	39	18710	208.4
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	59	17065	345.7
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	50	17805	280.8
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	47	13924	337.5
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	67	15884	421.8
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	65	11410	569.7
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	10867	285.3
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	6571	365.2
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	34	10971	309.9
	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	4362	619.0
	"Santa Rosa, CA"	"42220"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	7971	200.7
	"Santa Rosa, CA"	"42220"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	7324	259.4
	"Santa Rosa, CA"	"42220"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	6191	306.9
	"Santa Rosa, CA"	"42220"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	7561	410.0
	"Santa Rosa, CA"	"42220"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	5754	399.7
	"Santa Rosa, CA"	"42220"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	30	7420	404.3
	"Santa Rosa, CA"	"42220"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	5220	440.6
	"Santa Rosa, CA"	"42220"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	5414	443.3
	"Santa Rosa, CA"	"42220"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	3474	575.7
	"Santa Rosa, CA"	"42220"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	2427	659.3
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	14967	113.6
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	38	14138	268.8
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	28	13335	210.0
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	12095	372.1
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	14063	184.9
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	59	11000	536.4
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	44	16363	268.9
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	64	11276	567.6
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	42	15031	279.4
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	67	8903	752.6
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	28	11791	237.5
	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	30	5687	527.5
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	32	99833	32.1
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	38	99870	38.0
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	44	84676	52.0
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	61	84309	72.4
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	83	59867	138.6
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	87	60537	143.7
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	88	43342	203.0
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	110	42316	259.9
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	137	37036	369.9
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	158	33901	466.1
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	148	36438	406.2
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	196	28827	679.9
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	149	35612	418.4
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	147	24828	592.1
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	106	25832	410.3
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	124	16134	768.6
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	67	25699	260.7
	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	66	10665	618.8
	" Spokane-Spokane Valley, WA  "	"44060"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	10350	164.3
	" Spokane-Spokane Valley, WA  "	"44060"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	8000	250.0
	" Spokane-Spokane Valley, WA  "	"44060"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	7630	301.4
	" Spokane-Spokane Valley, WA  "	"44060"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	29	6979	415.5
	" Spokane-Spokane Valley, WA  "	"44060"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	28	7493	373.7
	" Spokane-Spokane Valley, WA  "	"44060"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	33	5943	555.3
	" Spokane-Spokane Valley, WA  "	"44060"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	7198	277.9
	" Spokane-Spokane Valley, WA  "	"44060"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	32	4967	644.3
	" Spokane-Spokane Valley, WA  "	"44060"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	3294	576.8
	" Springfield, MA  "	"44140"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	13387	134.5
	" Springfield, MA  "	"44140"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	12453	152.6
	" Springfield, MA  "	"44140"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	10619	244.8
	" Springfield, MA  "	"44140"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	9428	328.8
	" Springfield, MA  "	"44140"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	10562	208.3
	" Springfield, MA  "	"44140"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	40	8586	465.9
	" Springfield, MA  "	"44140"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	11378	272.5
	" Springfield, MA  "	"44140"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	47	8544	550.1
	" Springfield, MA  "	"44140"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	40	10963	364.9
	" Springfield, MA  "	"44140"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	7209	485.5
	" Springfield, MA  "	"44140"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	25	8411	297.2
	" Springfield, MA  "	"44140"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	28	4702	595.5
	" Stockton-Lodi, CA  "	"44700"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	12022	141.4
	" Stockton-Lodi, CA  "	"44700"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	25	9075	275.5
	" Stockton-Lodi, CA  "	"44700"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	33	7090	465.4
	" Stockton-Lodi, CA  "	"44700"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	6906	391.0
	" Stockton-Lodi, CA  "	"44700"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	28	6920	404.6
	" Stockton-Lodi, CA  "	"44700"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	5524	633.6
	" Stockton-Lodi, CA  "	"44700"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	6335	299.9
	" Stockton-Lodi, CA  "	"44700"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	4580	567.7
	" Stockton-Lodi, CA  "	"44700"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	25	2793	895.1
	" Stockton-Lodi, CA  "	"44700"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	1910	837.7
	" Syracuse, NY  "	"45060"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	14850	148.1
	" Syracuse, NY  "	"45060"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	28	13723	204.0
	" Syracuse, NY  "	"45060"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	38	11851	320.6
	" Syracuse, NY  "	"45060"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	42	10807	388.6
	" Syracuse, NY  "	"45060"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	39	11399	342.1
	" Syracuse, NY  "	"45060"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	63	10075	625.3
	" Syracuse, NY  "	"45060"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	37	11722	315.6
	" Syracuse, NY  "	"45060"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	67	9062	739.4
	" Syracuse, NY  "	"45060"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	50	10562	473.4
	" Syracuse, NY  "	"45060"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	7206	624.5
	" Syracuse, NY  "	"45060"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	7845	254.9
	" Syracuse, NY  "	"45060"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	4367	801.5
	" Syracuse, NY  "	"45060"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	7313	314.5
	" Syracuse, NY  "	"45060"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	2663	638.4
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	79005	32.9
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	78312	20.4
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	71928	43.1
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	43	69105	62.2
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	56	67438	83.0
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	78	63746	122.4
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	96	57366	167.3
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	19	3865	491.6
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	105	51550	203.7
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	113	52711	214.4
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	199	45813	434.4
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	178	56543	314.8
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	16	2718	588.7
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	240	48905	490.7
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	223	61774	361.0
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	316	49932	632.9
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	216	57130	378.1
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	334	42460	786.6
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	162	40520	399.8
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	188	27684	679.1
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	123	37097	331.6
	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	112	18290	612.4
	" Toledo, OH  "	"45780"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	12531	127.7
	" Toledo, OH  "	"45780"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	11805	220.2
	" Toledo, OH  "	"45780"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	10437	220.4
	" Toledo, OH  "	"45780"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	30	9480	316.5
	" Toledo, OH  "	"45780"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	33	9776	337.6
	" Toledo, OH  "	"45780"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	8040	559.7
	" Toledo, OH  "	"45780"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	51	10460	487.6
	" Toledo, OH  "	"45780"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	50	7995	625.4
	" Toledo, OH  "	"45780"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	44	9355	470.3
	" Toledo, OH  "	"45780"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	54	6069	889.8
	" Toledo, OH  "	"45780"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	6961	344.8
	" Toledo, OH  "	"45780"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	21	3656	574.4
	" Toledo, OH  "	"45780"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	6626	241.5
	" Tucson, AZ  "	"46060"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	22301	80.7
	" Tucson, AZ  "	"46060"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	17091	105.3
	" Tucson, AZ  "	"46060"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	21	16502	127.3
	" Tucson, AZ  "	"46060"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	38	14372	264.4
	" Tucson, AZ  "	"46060"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	33	16151	204.3
	" Tucson, AZ  "	"46060"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	50	14295	349.8
	" Tucson, AZ  "	"46060"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	48	16281	294.8
	" Tucson, AZ  "	"46060"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	68	13245	513.4
	" Tucson, AZ  "	"46060"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	38	14365	264.5
	" Tucson, AZ  "	"46060"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	59	10898	541.4
	" Tucson, AZ  "	"46060"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	9501	200.0
	" Tucson, AZ  "	"46060"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	41	6602	621.0
