States,States Code,Age Groups,Age Groups Code,Cancer Sites,Cancer Sites Code,Race,Race Code,Count,Population,Crude Rate
Texas,48,85+ years,85+,Lung and Bronchus,22030,Black or African American,2054-5,74,19902,371.8
Texas,48,85+ years,85+,Lung and Bronchus,22030,White,2106-3,683,215815,316.5
Utah,49,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,18,134700,13.4
Utah,49,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,22,112423,19.6
Utah,49,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,38,87366,43.5
Utah,49,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,56,65731,85.2
Utah,49,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,74,54167,136.6
Utah,49,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,89,47558,187.1
Utah,49,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,77,39799,193.5
Utah,49,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,53,28537,185.7
Utah,49,85+ years,85+,Lung and Bronchus,22030,White,2106-3,28,22465,124.6
Vermont,50,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,21,50761,41.4
Vermont,50,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,29,46237,62.7
Vermont,50,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,29,36672,79.1
Vermont,50,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,48,26164,183.5
Vermont,50,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,51,20983,243.1
Vermont,50,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,83,19283,430.4
Vermont,50,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,56,16096,347.9
Vermont,50,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,31,11520,269.1
Vermont,50,85+ years,85+,Lung and Bronchus,22030,White,2106-3,29,10266,282.5
Virginia,51,35-39 years,35-39,Lung and Bronchus,22030,White,2106-3,17,434342,3.9
Virginia,51,40-44 years,40-44,Lung and Bronchus,22030,Black or African American,2054-5,28,122162,22.9
Virginia,51,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,63,453786,13.9
Virginia,51,45-49 years,45-49,Lung and Bronchus,22030,Black or African American,2054-5,40,108567,36.8
Virginia,51,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,125,425899,29.3
Virginia,51,50-54 years,50-54,Larynx,22020,White,2106-3,20,390658,5.1
Virginia,51,50-54 years,50-54,Lung and Bronchus,22030,Black or African American,2054-5,77,86332,89.2
Virginia,51,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,250,390658,64
Virginia,51,55-59 years,55-59,Larynx,22020,White,2106-3,28,330922,8.5
Virginia,51,55-59 years,55-59,Lung and Bronchus,22030,Black or African American,2054-5,84,60946,137.8
Virginia,51,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,348,330922,105.2
Virginia,51,60-64 years ,60-64,Larynx,22020,White,2106-3,29,239028,12.1
Virginia,51,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,97,46947,206.6
Virginia,51,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,425,239028,177.8
Virginia,51,65-69 years,65-69,Larynx,22020,White,2106-3,46,188656,24.4
Virginia,51,65-69 years,65-69,Lung and Bronchus,22030,Black or African American,2054-5,133,39918,333.2
Virginia,51,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,563,188656,298.4
Virginia,51,70-74 years,70-74,Larynx,22020,White,2106-3,25,166702,15
Virginia,51,70-74 years,70-74,Lung and Bronchus,22030,Black or African American,2054-5,121,32129,376.6
Virginia,51,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,617,166702,370.1
Virginia,51,75-79 years,75-79,Larynx,22020,White,2106-3,26,139552,18.6
Virginia,51,75-79 years,75-79,Lung and Bronchus,22030,Black or African American,2054-5,89,25616,347.4
Virginia,51,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,593,139552,424.9
Virginia,51,80-84 years,80-84,Lung and Bronchus,22030,Black or African American,2054-5,56,16637,336.6
Virginia,51,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,374,98295,380.5
Virginia,51,85+ years,85+,Lung and Bronchus,22030,Black or African American,2054-5,31,13282,233.4
Virginia,51,85+ years,85+,Lung and Bronchus,22030,White,2106-3,189,76723,246.3
Washington,53,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,61,433525,14.1
Washington,53,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,90,423270,21.3
Washington,53,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,193,375203,51.4
Washington,53,55-59 years,55-59,Larynx,22020,White,2106-3,16,301595,5.3
Washington,53,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,337,301595,111.7
Washington,53,60-64 years ,60-64,Larynx,22020,White,2106-3,18,211078,8.5
Washington,53,60-64 years ,60-64,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,16,13480,118.7
Washington,53,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,17,5093,333.8
Washington,53,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,442,211078,209.4
Washington,53,65-69 years,65-69,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,18,10578,170.2
Washington,53,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,499,164838,302.7
Washington,53,70-74 years,70-74,Larynx,22020,White,2106-3,24,146844,16.3
Washington,53,70-74 years,70-74,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,24,8431,284.7
Washington,53,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,631,146844,429.7
Washington,53,75-79 years,75-79,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,16,5954,268.7
Washington,53,75-79 years,75-79,Lung and Bronchus,22030,Black or African American,2054-5,19,2275,835.2
Washington,53,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,640,131785,485.6
Washington,53,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,480,100708,476.6
Washington,53,85+ years,85+,Lung and Bronchus,22030,White,2106-3,243,84951,286
West Virginia,54,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,26,131862,19.7
West Virginia,54,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,70,136514,51.3
West Virginia,54,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,121,131934,91.7
West Virginia,54,55-59 years,55-59,Larynx,22020,White,2106-3,18,106033,17
West Virginia,54,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,187,106033,176.4
West Virginia,54,60-64 years ,60-64,Larynx,22020,White,2106-3,18,86875,20.7
West Virginia,54,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,242,86875,278.6
West Virginia,54,65-69 years,65-69,Larynx,22020,White,2106-3,24,74601,32.2
West Virginia,54,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,289,74601,387.4
West Virginia,54,70-74 years,70-74,Larynx,22020,White,2106-3,18,68285,26.4
West Virginia,54,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,358,68285,524.3
West Virginia,54,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,321,57520,558.1
West Virginia,54,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,209,38483,543.1
West Virginia,54,85+ years,85+,Lung and Bronchus,22030,White,2106-3,107,30502,350.8
Wisconsin,55,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,46,416091,11.1
Wisconsin,55,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,105,389202,27
Wisconsin,55,50-54 years,50-54,Larynx,22020,White,2106-3,22,341218,6.4
Wisconsin,55,50-54 years,50-54,Lung and Bronchus,22030,Black or African American,2054-5,18,15962,112.8
Wisconsin,55,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,199,341218,58.3
Wisconsin,55,55-59 years,55-59,Larynx,22020,White,2106-3,33,268026,12.3
Wisconsin,55,55-59 years,55-59,Lung and Bronchus,22030,Black or African American,2054-5,17,10276,165.4
Wisconsin,55,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,299,268026,111.6
Wisconsin,55,60-64 years ,60-64,Larynx,22020,White,2106-3,28,205686,13.6
Wisconsin,55,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,31,7854,394.7
Wisconsin,55,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,419,205686,203.7
Wisconsin,55,65-69 years,65-69,Larynx,22020,White,2106-3,25,173210,14.4
Wisconsin,55,65-69 years,65-69,Lung and Bronchus,22030,Black or African American,2054-5,29,6110,474.6
Wisconsin,55,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,512,173210,295.6
Wisconsin,55,70-74 years,70-74,Larynx,22020,White,2106-3,29,163720,17.7
Wisconsin,55,70-74 years,70-74,Lung and Bronchus,22030,Black or African American,2054-5,21,4851,432.9
Wisconsin,55,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,612,163720,373.8
Wisconsin,55,75-79 years,75-79,Larynx,22020,White,2106-3,23,143116,16.1
Wisconsin,55,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,542,143116,378.7
Wisconsin,55,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,373,107181,348
Wisconsin,55,85+ years,85+,Lung and Bronchus,22030,White,2106-3,258,97191,265.5
Wyoming,56,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,20,27278,73.3
Wyoming,56,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,43,20777,207
Wyoming,56,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,40,16636,240.4
Wyoming,56,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,51,14682,347.4
Wyoming,56,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,30,11692,256.6
Wyoming,56,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,26,8160,318.6
