,Cancer,Gender,Larynx,Lung,Nasal,Race,State,Trachea,Year
4890,Lung,Male,,8.1,,Black or African American,PA,,2002
4891,Lung,Male,,8.9,,Black or African American,PA,,2003
4892,Lung,Male,,10.6,,Black or African American,PA,,2004
4893,Lung,Male,,8.0,,Black or African American,PA,,2005
4894,Lung,Male,,6.9,,Black or African American,PA,,2006
4895,Lung,Male,,7.5,,Black or African American,PA,,2007
4896,Lung,Male,,8.4,,Black or African American,PA,,2008
4897,Lung,Male,,8.0,,Black or African American,PA,,2009
4898,Lung,Male,,7.2,,Black or African American,PA,,2010
4899,Lung,Male,,6.3,,Black or African American,PA,,2011
4900,Lung,Male,,7.7,,Black or African American,PA,,2012
4901,Lung,Male,,6.8,,Black or African American,PA,,2013
4902,Lung,Male,,7.0,,Black or African American,PA,,2014
4903,Lung,Male,,5.7,,Black or African American,PA,,2015
4904,Lung,Male,,6.2744151672782635,,Black or African American,PA,,2016
4905,Lung,Male,,6.3238410860177465,,Black or African American,PA,,2017
4906,Lung,Male,,6.6917753612581805,,Black or African American,PA,,2018
4907,Lung,Male,,6.175861781982497,,Black or African American,PA,,2019
4908,Lung,Male,,1.9854722848827342,,Black or African American,PA,,2020
4909,Lung,Male,,4.613324686145278,,Black or African American,PA,,2021
4910,Lung,Male,,0.0,,Black or African American,PA,,2022
4911,Lung,Male,,5.0764993238922385,,Black or African American,PA,,2023
4912,Lung,Male,,0.0,,Black or African American,PA,,2024
4913,Lung,Male,,6.468964355478236,,Black or African American,PA,,2025
4914,Larynx,Male,70.6,,,White,TX,,1999
4915,Larynx,Male,68.6,,,White,TX,,2000
4916,Larynx,Male,70.0,,,White,TX,,2001
4917,Larynx,Male,70.1,,,White,TX,,2002
4918,Larynx,Male,69.8,,,White,TX,,2003
4919,Larynx,Male,67.4,,,White,TX,,2004
4920,Larynx,Male,68.5,,,White,TX,,2005
4921,Larynx,Male,64.5,,,White,TX,,2006
4922,Larynx,Male,65.6,,,White,TX,,2007
4923,Larynx,Male,65.1,,,White,TX,,2008
4924,Larynx,Male,60.5,,,White,TX,,2009
4925,Larynx,Male,60.5,,,White,TX,,2010
4926,Larynx,Male,59.1,,,White,TX,,2011
4927,Larynx,Male,58.4,,,White,TX,,2012
4928,Larynx,Male,57.2,,,White,TX,,2013
4929,Larynx,Male,56.6,,,White,TX,,2014
4930,Larynx,Male,54.6,,,White,TX,,2015
4931,Larynx,Male,53.953058056741455,,,White,TX,,2016
4932,Larynx,Male,49.60128379343135,,,White,TX,,2017
4933,Larynx,Male,25.209716633801378,,,White,TX,,2018
4934,Larynx,Male,17.24015416826261,,,White,TX,,2019
4935,Larynx,Male,13.011524883149553,,,White,TX,,2020
4936,Larynx,Male,5.1449783264846864,,,White,TX,,2021
4937,Larynx,Male,3.583751179285617,,,White,TX,,2022
4938,Larynx,Male,0.9816571256210124,,,White,TX,,2023
4939,Larynx,Male,0.0,,,White,TX,,2024
4940,Larynx,Male,0.0,,,White,TX,,2025
4941,Lung,Male,,6.5,,White,KS,,1999
4942,Lung,Male,,8.9,,White,KS,,2000
4943,Lung,Male,,6.3,,White,KS,,2001
4944,Lung,Male,,6.4,,White,KS,,2002
4945,Lung,Male,,6.9,,White,KS,,2003
4946,Lung,Male,,6.0,,White,KS,,2004
4947,Lung,Male,,7.0,,White,KS,,2005
4948,Lung,Male,,6.3,,White,KS,,2006
4949,Lung,Male,,6.7,,White,KS,,2007
4950,Lung,Male,,6.6,,White,KS,,2008
4951,Lung,Male,,5.8,,White,KS,,2009
4952,Lung,Male,,7.6,,White,KS,,2010
4953,Lung,Male,,5.0,,White,KS,,2011
4954,Lung,Male,,7.6,,White,KS,,2012
4955,Lung,Male,,6.6,,White,KS,,2013
4956,Lung,Male,,5.3,,White,KS,,2014
4957,Lung,Male,,6.3,,White,KS,,2015
4958,Lung,Male,,9.580236840233626,,White,KS,,2016
4959,Lung,Male,,10.89441193993349,,White,KS,,2017
4960,Lung,Male,,5.03481359117707,,White,KS,,2018
4961,Lung,Male,,14.980418228411596,,White,KS,,2019
4962,Lung,Male,,0.0,,White,KS,,2020
4963,Lung,Male,,36.15543854549418,,White,KS,,2021
4964,Lung,Male,,0.0,,White,KS,,2022
4965,Lung,Male,,128.7438930186712,,White,KS,,2023
4966,Lung,Male,,0.0,,White,KS,,2024
4967,Lung,Male,,519.3228981452614,,White,KS,,2025
4968,Lung,Male,,10.2,,White,DE,,1999
4969,Lung,Male,,7.4,,White,DE,,2000
4970,Lung,Male,,7.0,,White,DE,,2001
4971,Lung,Male,,10.6,,White,DE,,2002
4972,Lung,Male,,9.2,,White,DE,,2003
4973,Lung,Male,,8.8,,White,DE,,2004
4974,Lung,Male,,8.4,,White,DE,,2005
4975,Lung,Male,,8.3,,White,DE,,2006
4976,Lung,Male,,7.6,,White,DE,,2007
4977,Lung,Male,,5.0,,White,DE,,2008
4978,Lung,Male,,6.6,,White,DE,,2009
4979,Lung,Male,,9.7,,White,DE,,2010
4980,Lung,Male,,9.3,,White,DE,,2011
4981,Lung,Male,,8.0,,White,DE,,2012
4982,Lung,Male,,9.5,,White,DE,,2013
4983,Lung,Male,,7.0,,White,DE,,2014
4984,Lung,Male,,7.0,,White,DE,,2015
4985,Lung,Male,,8.274792321790812,,White,DE,,2016
4986,Lung,Male,,3.2233032731683915,,White,DE,,2017
4987,Lung,Male,,5.1648141035072435,,White,DE,,2018
4988,Lung,Male,,4.508965789857172,,White,DE,,2019
4989,Lung,Male,,2.2818121002143097,,White,DE,,2020
4990,Lung,Male,,2.8942841189407758,,White,DE,,2021
4991,Lung,Male,,1.6274287055452719,,White,DE,,2022
4992,Lung,Male,,0.0,,White,DE,,2023
4993,Lung,Male,,1.3992363406122148,,White,DE,,2024
4994,Lung,Male,,0.9254958408177876,,White,DE,,2025
4995,Larynx,Male,81.5,,,White,KS,,1999
4996,Larynx,Male,80.3,,,White,KS,,2000
4997,Larynx,Male,80.1,,,White,KS,,2001
4998,Larynx,Male,76.7,,,White,KS,,2002
4999,Larynx,Male,81.8,,,White,KS,,2003
5000,Larynx,Male,79.1,,,White,KS,,2004
5001,Larynx,Male,80.4,,,White,KS,,2005
5002,Larynx,Male,78.9,,,White,KS,,2006
5003,Larynx,Male,84.6,,,White,KS,,2007
5004,Larynx,Male,81.2,,,White,KS,,2008
5005,Larynx,Male,74.7,,,White,KS,,2009
5006,Larynx,Male,70.0,,,White,KS,,2010
5007,Larynx,Male,78.1,,,White,KS,,2011
5008,Larynx,Male,75.8,,,White,KS,,2012
5009,Larynx,Male,80.1,,,White,KS,,2013
5010,Larynx,Male,76.3,,,White,KS,,2014
5011,Larynx,Male,71.3,,,White,KS,,2015
5012,Larynx,Male,64.92050508572913,,,White,KS,,2016
5013,Larynx,Male,28.542518161386965,,,White,KS,,2017
5014,Larynx,Male,80.22558522559137,,,White,KS,,2018
5015,Larynx,Male,86.67088032785624,,,White,KS,,2019
5016,Larynx,Male,32.93100534465089,,,White,KS,,2020
5017,Larynx,Male,42.77948469517653,,,White,KS,,2021
5018,Larynx,Male,32.10230640999381,,,White,KS,,2022
5019,Larynx,Male,0.9582884426104564,,,White,KS,,2023
5020,Larynx,Male,26.37571783728739,,,White,KS,,2024
5021,Larynx,Male,57.49044782299266,,,White,KS,,2025
5022,Lung,Female,,2.2,,White,WI,,1999
5023,Lung,Female,,2.0,,White,WI,,2000
5024,Lung,Female,,2.0,,White,WI,,2001
5025,Lung,Female,,1.2,,White,WI,,2002
5026,Lung,Female,,1.4,,White,WI,,2003
5027,Lung,Female,,1.8,,White,WI,,2004
5028,Lung,Female,,1.4,,White,WI,,2005
5029,Lung,Female,,1.7,,White,WI,,2006
5030,Lung,Female,,1.8,,White,WI,,2007
5031,Lung,Female,,1.5,,White,WI,,2008
5032,Lung,Female,,1.2,,White,WI,,2009
5033,Lung,Female,,1.6,,White,WI,,2010
5034,Lung,Female,,1.8,,White,WI,,2011
5035,Lung,Female,,1.6,,White,WI,,2012
5036,Lung,Female,,1.8,,White,WI,,2013
5037,Lung,Female,,1.8,,White,WI,,2014
5038,Lung,Female,,1.9,,White,WI,,2015
5039,Lung,Female,,1.8985222635071288,,White,WI,,2016
5040,Lung,Female,,0.9056174226534528,,White,WI,,2017
5041,Lung,Female,,1.5400571734417676,,White,WI,,2018
5042,Lung,Female,,0.3716174283964497,,White,WI,,2019
5043,Lung,Female,,0.5574468173138889,,White,WI,,2020
5044,Lung,Female,,0.9091601030514692,,White,WI,,2021
5045,Lung,Female,,0.0,,White,WI,,2022
5046,Lung,Female,,0.477402978298197,,White,WI,,2023
5047,Lung,Female,,0.4441471530830313,,White,WI,,2024
5048,Lung,Female,,0.0,,White,WI,,2025
5049,Nasal,Male,,,0.9,White,IL,,1999
5050,Nasal,Male,,,0.8,White,IL,,2000
5051,Nasal,Male,,,0.7,White,IL,,2001
5052,Nasal,Male,,,1.3,White,IL,,2002
5053,Nasal,Male,,,0.8,White,IL,,2003
5054,Nasal,Male,,,0.8,White,IL,,2004
5055,Nasal,Male,,,0.9,White,IL,,2005
5056,Nasal,Male,,,0.9,White,IL,,2006
5057,Nasal,Male,,,1.1,White,IL,,2007
5058,Nasal,Male,,,0.9,White,IL,,2008
5059,Nasal,Male,,,0.7,White,IL,,2009
5060,Nasal,Male,,,0.8,White,IL,,2010
5061,Nasal,Male,,,1.0,White,IL,,2011
5062,Nasal,Male,,,0.8,White,IL,,2012
5063,Nasal,Male,,,1.0,White,IL,,2013
5064,Nasal,Male,,,1.0,White,IL,,2014
5065,Nasal,Male,,,0.9,White,IL,,2015
5066,Nasal,Male,,,0.9285198746586252,White,IL,,2016
5067,Nasal,Male,,,0.7428962109101439,White,IL,,2017
5068,Nasal,Male,,,1.0289875202043954,White,IL,,2018
5069,Nasal,Male,,,0.6851533604620927,White,IL,,2019
5070,Nasal,Male,,,0.7263152584001755,White,IL,,2020
5071,Nasal,Male,,,0.3754393352991646,White,IL,,2021
5072,Nasal,Male,,,0.3806262577030745,White,IL,,2022
5073,Nasal,Male,,,0.4618021401846097,White,IL,,2023
5074,Nasal,Male,,,0.2418925114231568,White,IL,,2024
5075,Nasal,Male,,,0.3110340541838124,White,IL,,2025
5076,Nasal,Male,,,0.8,White,TX,,1999
5077,Nasal,Male,,,0.8,White,TX,,2000
5078,Nasal,Male,,,0.9,White,TX,,2001
5079,Nasal,Male,,,0.9,White,TX,,2002
5080,Nasal,Male,,,0.8,White,TX,,2003
5081,Nasal,Male,,,0.9,White,TX,,2004
5082,Nasal,Male,,,0.8,White,TX,,2005
5083,Nasal,Male,,,0.6,White,TX,,2006
5084,Nasal,Male,,,1.0,White,TX,,2007
5085,Nasal,Male,,,0.8,White,TX,,2008
5086,Nasal,Male,,,0.7,White,TX,,2009
5087,Nasal,Male,,,0.8,White,TX,,2010
5088,Nasal,Male,,,0.9,White,TX,,2011
5089,Nasal,Male,,,0.8,White,TX,,2012
5090,Nasal,Male,,,0.8,White,TX,,2013
5091,Nasal,Male,,,0.8,White,TX,,2014
5092,Nasal,Male,,,0.8,White,TX,,2015
5093,Nasal,Male,,,0.8070468107822497,White,TX,,2016
5094,Nasal,Male,,,1.0346300515433502,White,TX,,2017
5095,Nasal,Male,,,0.9078451667837488,White,TX,,2018
5096,Nasal,Male,,,0.6600958683874871,White,TX,,2019
5097,Nasal,Male,,,0.7310521525909929,White,TX,,2020
5098,Nasal,Male,,,0.4849493008295424,White,TX,,2021
5099,Nasal,Male,,,0.446142464055744,White,TX,,2022
5100,Nasal,Male,,,0.5008355166240407,White,TX,,2023
5101,Nasal,Male,,,0.2474759992704929,White,TX,,2024
5102,Nasal,Male,,,0.3731584198983631,White,TX,,2025
5103,Lung,Male,,5.8,,White,AZ,,1999
5104,Lung,Male,,6.5,,White,AZ,,2000
5105,Lung,Male,,6.8,,White,AZ,,2001
5106,Lung,Male,,5.6,,White,AZ,,2002
5107,Lung,Male,,5.7,,White,AZ,,2003
5108,Lung,Male,,4.8,,White,AZ,,2004
5109,Lung,Male,,5.3,,White,AZ,,2005
5110,Lung,Male,,5.0,,White,AZ,,2006
5111,Lung,Male,,4.8,,White,AZ,,2007
5112,Lung,Male,,4.9,,White,AZ,,2008
5113,Lung,Male,,4.6,,White,AZ,,2009
5114,Lung,Male,,5.0,,White,AZ,,2010
5115,Lung,Male,,4.6,,White,AZ,,2011
5116,Lung,Male,,4.5,,White,AZ,,2012
5117,Lung,Male,,5.0,,White,AZ,,2013
5118,Lung,Male,,4.5,,White,AZ,,2014
5119,Lung,Male,,4.1,,White,AZ,,2015
5120,Lung,Male,,4.754294306737605,,White,AZ,,2016
5121,Lung,Male,,4.195169707893909,,White,AZ,,2017
5122,Lung,Male,,2.8796521089250677,,White,AZ,,2018
5123,Lung,Male,,0.578326318980967,,White,AZ,,2019
5124,Lung,Male,,1.9279836149895144,,White,AZ,,2020
5125,Lung,Male,,0.0,,White,AZ,,2021
5126,Lung,Male,,0.4350800016148957,,White,AZ,,2022
5127,Lung,Male,,0.19696390454575094,,White,AZ,,2023
5128,Lung,Male,,0.0,,White,AZ,,2024
5129,Lung,Male,,0.6659821977330873,,White,AZ,,2025
5130,Larynx,Male,65.7,,,Black or African American,VA,,1999
5131,Larynx,Male,65.6,,,Black or African American,VA,,2000
5132,Larynx,Male,63.9,,,Black or African American,VA,,2001
5133,Larynx,Male,63.1,,,Black or African American,VA,,2002
5134,Larynx,Male,72.0,,,Black or African American,VA,,2003
5135,Larynx,Male,72.7,,,Black or African American,VA,,2004
5136,Larynx,Male,69.9,,,Black or African American,VA,,2005
5137,Larynx,Male,69.4,,,Black or African American,VA,,2006
5138,Larynx,Male,68.0,,,Black or African American,VA,,2007
5139,Larynx,Male,69.8,,,Black or African American,VA,,2008
5140,Larynx,Male,72.1,,,Black or African American,VA,,2009
5141,Larynx,Male,64.4,,,Black or African American,VA,,2010
5142,Larynx,Male,63.3,,,Black or African American,VA,,2011
5143,Larynx,Male,73.4,,,Black or African American,VA,,2012
5144,Larynx,Male,65.9,,,Black or African American,VA,,2013
5145,Larynx,Male,66.8,,,Black or African American,VA,,2014
5146,Larynx,Male,59.6,,,Black or African American,VA,,2015
5147,Larynx,Male,61.776241099593975,,,Black or African American,VA,,2016
5148,Larynx,Male,52.09764125039312,,,Black or African American,VA,,2017
5149,Larynx,Male,47.02106219356807,,,Black or African American,VA,,2018
5150,Larynx,Male,15.571565581411214,,,Black or African American,VA,,2019
5151,Larynx,Male,32.70609666182536,,,Black or African American,VA,,2020
5152,Larynx,Male,0.0,,,Black or African American,VA,,2021
5153,Larynx,Male,30.05279742776657,,,Black or African American,VA,,2022
5154,Larynx,Male,0.0,,,Black or African American,VA,,2023
5155,Larynx,Male,0.0,,,Black or African American,VA,,2024
5156,Larynx,Male,39.80740285772785,,,Black or African American,VA,,2025
5157,Lung,Female,,2.0,,White,MA,,1999
5158,Lung,Female,,2.2,,White,MA,,2000
5159,Lung,Female,,2.0,,White,MA,,2001
5160,Lung,Female,,1.7,,White,MA,,2002
5161,Lung,Female,,2.4,,White,MA,,2003
5162,Lung,Female,,2.0,,White,MA,,2004
5163,Lung,Female,,1.6,,White,MA,,2005
5164,Lung,Female,,2.1,,White,MA,,2006
5165,Lung,Female,,2.0,,White,MA,,2007
5166,Lung,Female,,2.2,,White,MA,,2008
5167,Lung,Female,,2.5,,White,MA,,2009
5168,Lung,Female,,2.0,,White,MA,,2010
5169,Lung,Female,,1.7,,White,MA,,2011
5170,Lung,Female,,2.5,,White,MA,,2012
5171,Lung,Female,,1.8,,White,MA,,2013
5172,Lung,Female,,1.9,,White,MA,,2014
5173,Lung,Female,,2.1,,White,MA,,2015
5174,Lung,Female,,1.8290910996673508,,White,MA,,2016
5175,Lung,Female,,1.6832961772092965,,White,MA,,2017
5176,Lung,Female,,2.365428899461496,,White,MA,,2018
5177,Lung,Female,,0.7999066342970289,,White,MA,,2019
5178,Lung,Female,,1.9823402415997258,,White,MA,,2020
5179,Lung,Female,,0.9376056168237024,,White,MA,,2021
5180,Lung,Female,,0.2683246521008684,,White,MA,,2022
5181,Lung,Female,,1.58834790025424,,White,MA,,2023
5182,Lung,Female,,0.0,,White,MA,,2024
5183,Lung,Female,,0.7463251664541154,,White,MA,,2025
5184,Lung,Male,,8.2,,White,OH,,1999
5185,Lung,Male,,7.8,,White,OH,,2000
5186,Lung,Male,,7.4,,White,OH,,2001
5187,Lung,Male,,7.6,,White,OH,,2002
5188,Lung,Male,,7.8,,White,OH,,2003
5189,Lung,Male,,8.1,,White,OH,,2004
5190,Lung,Male,,7.8,,White,OH,,2005
5191,Lung,Male,,7.9,,White,OH,,2006
5192,Lung,Male,,8.9,,White,OH,,2007
5193,Lung,Male,,7.8,,White,OH,,2008
5194,Lung,Male,,8.7,,White,OH,,2009
5195,Lung,Male,,8.3,,White,OH,,2010
5196,Lung,Male,,8.2,,White,OH,,2011
5197,Lung,Male,,7.1,,White,OH,,2012
5198,Lung,Male,,9.1,,White,OH,,2013
5199,Lung,Male,,8.8,,White,OH,,2014
5200,Lung,Male,,8.7,,White,OH,,2015
5201,Lung,Male,,7.892537426245034,,White,OH,,2016
5202,Lung,Male,,8.700559353495821,,White,OH,,2017
5203,Lung,Male,,8.47010746405849,,White,OH,,2018
5204,Lung,Male,,7.512034611245008,,White,OH,,2019
5205,Lung,Male,,3.0941480960801533,,White,OH,,2020
5206,Lung,Male,,9.865598280394476,,White,OH,,2021
5207,Lung,Male,,0.0,,White,OH,,2022
5208,Lung,Male,,8.315570102809176,,White,OH,,2023
5209,Lung,Male,,0.0,,White,OH,,2024
5210,Lung,Male,,11.380085958432375,,White,OH,,2025
5211,Larynx,Male,110.3,,,White,AL,,1999
5212,Larynx,Male,111.5,,,White,AL,,2000
5213,Larynx,Male,116.8,,,White,AL,,2001
5214,Larynx,Male,112.6,,,White,AL,,2002
5215,Larynx,Male,112.6,,,White,AL,,2003
5216,Larynx,Male,118.0,,,White,AL,,2004
5217,Larynx,Male,111.2,,,White,AL,,2005
5218,Larynx,Male,116.6,,,White,AL,,2006
5219,Larynx,Male,113.6,,,White,AL,,2007
5220,Larynx,Male,121.0,,,White,AL,,2008
5221,Larynx,Male,114.7,,,White,AL,,2009
5222,Larynx,Male,115.2,,,White,AL,,2010
5223,Larynx,Male,106.9,,,White,AL,,2011
5224,Larynx,Male,113.8,,,White,AL,,2012
5225,Larynx,Male,107.2,,,White,AL,,2013
5226,Larynx,Male,111.4,,,White,AL,,2014
5227,Larynx,Male,107.0,,,White,AL,,2015
5228,Larynx,Male,110.65526438370155,,,White,AL,,2016
5229,Larynx,Male,66.34669497913208,,,White,AL,,2017
5230,Larynx,Male,24.205763058942342,,,White,AL,,2018
5231,Larynx,Male,64.68643115108439,,,White,AL,,2019
5232,Larynx,Male,5.0486692079743705,,,White,AL,,2020
5233,Larynx,Male,66.09836345989412,,,White,AL,,2021
5234,Larynx,Male,0.0,,,White,AL,,2022
5235,Larynx,Male,89.4692732831393,,,White,AL,,2023
5236,Larynx,Male,0.0,,,White,AL,,2024
5237,Larynx,Male,161.53088251326562,,,White,AL,,2025
5238,Lung,Male,,9.7,,Black or African American,VA,,1999
5239,Lung,Male,,8.4,,Black or African American,VA,,2000
5240,Lung,Male,,9.7,,Black or African American,VA,,2001
5241,Lung,Male,,8.2,,Black or African American,VA,,2002
5242,Lung,Male,,8.4,,Black or African American,VA,,2003
5243,Lung,Male,,7.9,,Black or African American,VA,,2004
5244,Lung,Male,,7.5,,Black or African American,VA,,2005
5245,Lung,Male,,7.1,,Black or African American,VA,,2006
5246,Lung,Male,,7.4,,Black or African American,VA,,2007
5247,Lung,Male,,8.6,,Black or African American,VA,,2008
5248,Lung,Male,,7.9,,Black or African American,VA,,2009
5249,Lung,Male,,7.6,,Black or African American,VA,,2010
5250,Lung,Male,,6.9,,Black or African American,VA,,2011
5251,Lung,Male,,8.0,,Black or African American,VA,,2012
5252,Lung,Male,,6.2,,Black or African American,VA,,2013
5253,Lung,Male,,7.0,,Black or African American,VA,,2014
5254,Lung,Male,,6.0,,Black or African American,VA,,2015
5255,Lung,Male,,6.817861172991053,,Black or African American,VA,,2016
5256,Lung,Male,,3.670427252261298,,Black or African American,VA,,2017
5257,Lung,Male,,2.569272225395961,,Black or African American,VA,,2018
5258,Lung,Male,,2.949095148053672,,Black or African American,VA,,2019
5259,Lung,Male,,0.5407505836793143,,Black or African American,VA,,2020
5260,Lung,Male,,1.358545504194145,,Black or African American,VA,,2021
5261,Lung,Male,,0.0,,Black or African American,VA,,2022
5262,Lung,Male,,1.4785148677991256,,Black or African American,VA,,2023
5263,Lung,Male,,0.0,,Black or African American,VA,,2024
5264,Lung,Male,,1.99942031888866,,Black or African American,VA,,2025
5265,Lung,Male,,7.3,,White,MI,,1999
5266,Lung,Male,,7.7,,White,MI,,2000
5267,Lung,Male,,7.0,,White,MI,,2001
5268,Lung,Male,,6.7,,White,MI,,2002
5269,Lung,Male,,6.9,,White,MI,,2003
5270,Lung,Male,,7.4,,White,MI,,2004
5271,Lung,Male,,7.6,,White,MI,,2005
5272,Lung,Male,,7.7,,White,MI,,2006
5273,Lung,Male,,7.7,,White,MI,,2007
5274,Lung,Male,,7.4,,White,MI,,2008
5275,Lung,Male,,7.4,,White,MI,,2009
5276,Lung,Male,,7.8,,White,MI,,2010
5277,Lung,Male,,7.3,,White,MI,,2011
5278,Lung,Male,,7.4,,White,MI,,2012
5279,Lung,Male,,7.9,,White,MI,,2013
5280,Lung,Male,,6.8,,White,MI,,2014
5281,Lung,Male,,7.9,,White,MI,,2015
5282,Lung,Male,,8.302068740332498,,White,MI,,2016
5283,Lung,Male,,2.172226282648137,,White,MI,,2017
5284,Lung,Male,,8.001760946152022,,White,MI,,2018
5285,Lung,Male,,0.0,,White,MI,,2019
5286,Lung,Male,,4.4141693967513085,,White,MI,,2020
5287,Lung,Male,,13.755762461738966,,White,MI,,2021
5288,Lung,Male,,0.0,,White,MI,,2022
5289,Lung,Male,,37.222713331579854,,White,MI,,2023
5290,Lung,Male,,0.0,,White,MI,,2024
5291,Lung,Male,,0.0,,White,MI,,2025
5292,Larynx,Male,98.5,,,White,PA,,1999
5293,Larynx,Male,99.1,,,White,PA,,2000
5294,Larynx,Male,100.5,,,White,PA,,2001
5295,Larynx,Male,100.3,,,White,PA,,2002
5296,Larynx,Male,100.9,,,White,PA,,2003
5297,Larynx,Male,97.9,,,White,PA,,2004
5298,Larynx,Male,100.0,,,White,PA,,2005
5299,Larynx,Male,99.9,,,White,PA,,2006
5300,Larynx,Male,99.0,,,White,PA,,2007
5301,Larynx,Male,98.1,,,White,PA,,2008
5302,Larynx,Male,97.5,,,White,PA,,2009
5303,Larynx,Male,96.3,,,White,PA,,2010
5304,Larynx,Male,97.5,,,White,PA,,2011
5305,Larynx,Male,95.8,,,White,PA,,2012
5306,Larynx,Male,95.8,,,White,PA,,2013
5307,Larynx,Male,94.8,,,White,PA,,2014
5308,Larynx,Male,94.1,,,White,PA,,2015
5309,Larynx,Male,94.06029065926774,,,White,PA,,2016
5310,Larynx,Male,60.59633503295823,,,White,PA,,2017
5311,Larynx,Male,45.967878775014256,,,White,PA,,2018
5312,Larynx,Male,21.026301286932693,,,White,PA,,2019
5313,Larynx,Male,5.180550422891023,,,White,PA,,2020
5314,Larynx,Male,0.0,,,White,PA,,2021
5315,Larynx,Male,4.0742761411299755,,,White,PA,,2022
5316,Larynx,Male,0.0,,,White,PA,,2023
5317,Larynx,Male,0.0,,,White,PA,,2024
5318,Larynx,Male,0.0,,,White,PA,,2025
5319,Lung,Male,,4.4,,White,CO,,1999
5320,Lung,Male,,4.3,,White,CO,,2000
5321,Lung,Male,,4.2,,White,CO,,2001
5322,Lung,Male,,4.7,,White,CO,,2002
5323,Lung,Male,,3.2,,White,CO,,2003
5324,Lung,Male,,3.3,,White,CO,,2004
5325,Lung,Male,,4.0,,White,CO,,2005
5326,Lung,Male,,4.1,,White,CO,,2006
5327,Lung,Male,,3.9,,White,CO,,2007
5328,Lung,Male,,3.5,,White,CO,,2008
5329,Lung,Male,,3.4,,White,CO,,2009
5330,Lung,Male,,4.0,,White,CO,,2010
5331,Lung,Male,,4.6,,White,CO,,2011
5332,Lung,Male,,3.6,,White,CO,,2012
5333,Lung,Male,,4.3,,White,CO,,2013
5334,Lung,Male,,4.6,,White,CO,,2014
5335,Lung,Male,,4.0,,White,CO,,2015
5336,Lung,Male,,4.350752366921113,,White,CO,,2016
5337,Lung,Male,,3.132910122652833,,White,CO,,2017
5338,Lung,Male,,4.118384570491019,,White,CO,,2018
5339,Lung,Male,,2.2245994727474567,,White,CO,,2019
5340,Lung,Male,,2.4665506830748454,,White,CO,,2020
5341,Lung,Male,,1.2422230914439765,,White,CO,,2021
5342,Lung,Male,,1.3047251008661631,,White,CO,,2022
5343,Lung,Male,,1.5947938138975706,,White,CO,,2023
5344,Lung,Male,,0.2887602750370684,,White,CO,,2024
5345,Lung,Male,,1.2620916136458806,,White,CO,,2025
5346,Larynx,Female,65.0,,,White,IN,,1999
5347,Larynx,Female,66.4,,,White,IN,,2000
5348,Larynx,Female,68.6,,,White,IN,,2001
5349,Larynx,Female,73.5,,,White,IN,,2002
5350,Larynx,Female,76.2,,,White,IN,,2003
5351,Larynx,Female,73.8,,,White,IN,,2004
5352,Larynx,Female,74.0,,,White,IN,,2005
5353,Larynx,Female,78.8,,,White,IN,,2006
5354,Larynx,Female,76.9,,,White,IN,,2007
5355,Larynx,Female,77.2,,,White,IN,,2008
5356,Larynx,Female,78.8,,,White,IN,,2009
5357,Larynx,Female,77.0,,,White,IN,,2010
5358,Larynx,Female,77.6,,,White,IN,,2011
5359,Larynx,Female,76.0,,,White,IN,,2012
5360,Larynx,Female,80.4,,,White,IN,,2013
5361,Larynx,Female,80.5,,,White,IN,,2014
5362,Larynx,Female,82.2,,,White,IN,,2015
5363,Larynx,Female,81.46221303743607,,,White,IN,,2016
5364,Larynx,Female,56.43004225879172,,,White,IN,,2017
5365,Larynx,Female,53.28466271029096,,,White,IN,,2018
5366,Larynx,Female,28.668913589807616,,,White,IN,,2019
5367,Larynx,Female,17.97465516085304,,,White,IN,,2020
5368,Larynx,Female,18.593576265320166,,,White,IN,,2021
5369,Larynx,Female,10.465794496673624,,,White,IN,,2022
5370,Larynx,Female,7.60058195460909,,,White,IN,,2023
5371,Larynx,Female,6.9720603241348895,,,White,IN,,2024
5372,Larynx,Female,5.647836304243377,,,White,IN,,2025
5373,Larynx,Female,68.6,,,White,PA,,1999
5374,Larynx,Female,71.2,,,White,PA,,2000
5375,Larynx,Female,73.4,,,White,PA,,2001
5376,Larynx,Female,75.3,,,White,PA,,2002
5377,Larynx,Female,74.8,,,White,PA,,2003
5378,Larynx,Female,75.7,,,White,PA,,2004
5379,Larynx,Female,78.7,,,White,PA,,2005
5380,Larynx,Female,79.2,,,White,PA,,2006
5381,Larynx,Female,82.8,,,White,PA,,2007
5382,Larynx,Female,82.0,,,White,PA,,2008
5383,Larynx,Female,81.9,,,White,PA,,2009
5384,Larynx,Female,79.9,,,White,PA,,2010
5385,Larynx,Female,80.6,,,White,PA,,2011
5386,Larynx,Female,80.6,,,White,PA,,2012
5387,Larynx,Female,82.2,,,White,PA,,2013
5388,Larynx,Female,84.0,,,White,PA,,2014
5389,Larynx,Female,86.6,,,White,PA,,2015
5390,Larynx,Female,87.94884112523283,,,White,PA,,2016
5391,Larynx,Female,0.0,,,White,PA,,2017
5392,Larynx,Female,0.0,,,White,PA,,2018
5393,Larynx,Female,0.0,,,White,PA,,2019
5394,Larynx,Female,46.39891327369038,,,White,PA,,2020
5395,Larynx,Female,49.45664104112116,,,White,PA,,2021
5396,Larynx,Female,15.354353965504016,,,White,PA,,2022
5397,Larynx,Female,0.0,,,White,PA,,2023
